feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
64.42,75.82,42.45,44.02,23.77,67.39,61.47,63.6,62.78,53.93,52.82,65.98,72.96,80.91,55.98,69.52,34.45,48.19,42.36,75.89,44.16,50.13,52.64,46.24,25.8
54.49,44.92,64.7,47.4,57.51,46.78,61.92,90.04,50.62,41.63,61.06,62.55,87.95,61.84,57.22,51.53,74.76,57.57,60.93,52.68,52.39,49.22,111.96,74.74,71.05
43.14,62.21,56.12,52.24,62.61,64.38,47.82,33.31,63.28,46.61,57.98,51.72,60.46,80.6,50.2,87.9,52.23,58.76,50.97,75.57,78.12,52.98,41.54,42.69,27.82
67.29,52.63,59.34,64.09,58.28,51.03,39.66,68.95,58.06,86.01,80.72,61.45,54.1,29.35,34.52,50.99,31.72,80.62,102.49,55.36,81.66,74.8,81.86,76.19,52.7
52.21,54.95,56.92,56.49,30.63,30.31,76.92,45.24,60.35,65.76,64.37,53.82,65.86,46.04,84.95,60.15,63.27,72.23,81.47,58.87,83.37,104.37,81.1,100.77,55.33
63.38,68.81,57.49,38.49,50.61,48.59,63.63,57.72,51.03,61.62,74.25,57.16,84.19,66.79,81.99,60.33,40.04,31.88,124.52,78.11,40.48,105.45,97.82,66.22,62.21
51.71,57.59,37.75,47.61,27.27,40.67,53.91,54.53,51.6,56.25,61.15,75.47,60.19,69.6,42.72,59.63,64.01,69.58,59.88,47.23,70.99,23.49,102.84,62.2,93.46
72.64,57.92,65.04,46.71,72.12,56.44,41.65,52.0,63.17,64.38,77.37,64.95,47.24,48.5,67.39,79.0,67.64,74.05,54.87,44.71,49.97,77.24,70.05,117.95,98.35
69.43,63.8,66.45,53.07,41.42,40.52,45.91,57.85,72.68,64.2,67.16,71.76,37.58,68.41,49.21,60.3,87.69,61.76,66.21,74.96,79.23,4.53,84.4,107.21,86.45
48.39,47.99,50.36,59.11,70.69,68.04,74.58,42.12,50.32,64.38,61.21,58.29,42.85,53.39,60.42,91.09,39.11,66.84,95.88,69.46,80.82,88.7,110.94,57.18,89.23
61.2,42.77,52.5,59.02,66.82,54.82,58.86,72.41,46.4,61.72,60.79,56.53,77.26,59.29,58.97,51.27,83.81,71.62,61.86,73.37,46.97,95.48,71.6,77.06,89.76
57.78,40.51,35.39,32.69,43.74,53.69,49.57,32.88,67.9,73.03,46.21,43.54,57.71,81.42,57.51,69.05,68.81,82.53,71.43,76.55,90.84,71.15,50.07,81.23,18.82
65.37,30.37,58.91,66.77,40.84,64.53,63.88,65.56,58.53,60.35,68.86,56.08,52.98,79.45,100.05,52.04,86.03,38.08,70.89,71.15,118.95,73.76,64.73,78.48,75.23
40.87,74.62,59.58,57.03,59.38,68.53,46.01,53.43,71.04,45.33,60.38,8.86,51.19,47.05,57.29,73.58,59.01,63.36,69.77,82.16,88.11,73.55,44.95,113.92,34.58
58.2,39.86,52.28,70.61,44.45,55.74,77.26,41.61,45.87,50.81,53.22,52.56,64.4,46.03,50.86,65.71,42.35,96.66,56.28,71.95,67.66,55.53,80.99,75.92,86.46
62.11,49.57,65.93,59.33,56.28,45.97,75.26,60.83,33.2,30.31,78.15,60.69,59.05,57.01,51.65,63.21,44.48,94.92,66.32,29.85,64.51,81.07,95.89,79.22,27.91
32.53,48.96,49.16,67.22,48.96,32.94,50.7,36.2,51.27,90.4,41.62,71.02,58.49,63.55,83.27,87.39,43.1,84.17,65.49,35.04,66.71,67.14,70.4,89.15,70.94
38.58,55.38,59.49,59.6,32.74,47.08,48.51,58.56,47.89,72.94,54.45,57.7,85.26,52.82,36.09,54.22,75.84,78.2,68.85,108.56,55.4,91.54,38.15,100.18,87.32
29.59,60.97,41.27,70.15,27.12,47.98,21.66,38.08,57.86,47.55,76.93,67.56,88.38,81.69,51.65,76.56,94.32,99.44,87.4,70.0,76.17,69.61,94.97,94.61,49.85
48.17,61.47,52.73,60.27,57.83,57.39,37.0,64.46,49.77,55.77,65.89,27.12,36.43,69.91,90.32,52.16,56.55,104.44,103.33,89.0,47.66,53.92,34.81,85.84,96.64
58.53,45.59,50.99,52.83,47.98,51.51,38.92,45.06,69.74,50.45,60.26,61.09,68.41,70.9,69.27,68.03,78.64,65.55,52.61,63.09,32.26,39.75,39.76,39.71,86.4
66.77,50.16,55.59,81.27,48.09,64.94,58.83,51.69,54.82,83.14,64.89,35.13,50.18,42.47,68.36,44.48,38.82,49.58,61.36,68.84,75.5,32.85,69.17,63.26,83.57
51.78,55.11,48.75,64.67,63.7,48.03,52.6,62.12,61.18,38.7,63.78,42.67,58.9,83.84,102.31,54.07,70.34,62.86,52.91,60.93,71.44,99.56,78.41,92.03,90.71
68.1,49.26,51.49,60.88,69.67,55.26,38.84,47.18,61.29,61.72,37.49,59.01,68.1,16.06,69.31,64.52,79.37,126.84,72.65,119.32,59.29,62.39,82.08,79.51,66.92
36.51,69.68,62.5,38.68,51.59,71.39,53.2,57.19,61.83,58.37,55.59,82.42,59.49,78.18,52.61,98.66,40.21,38.18,58.5,75.06,44.7,79.11,71.58,92.17,78.42
33.11,57.4,47.98,38.54,50.74,60.44,63.82,36.81,58.65,72.4,86.06,67.94,66.8,79.88,60.06,67.81,63.23,59.06,73.68,59.3,76.94,109.45,110.84,115.52,75.23
50.42,60.08,34.52,57.51,61.25,55.22,64.13,66.83,66.4,58.44,50.78,62.29,74.1,56.65,45.13,95.78,80.24,41.16,90.52,36.97,50.7,60.18,74.4,48.11,74.72
55.03,59.29,73.12,55.75,38.04,48.17,31.35,82.71,47.46,33.63,56.07,61.69,67.86,85.64,86.98,69.97,12.73,70.37,19.75,109.47,68.15,58.82,95.25,99.03,59.88
50.66,64.91,68.89,46.63,57.79,47.77,55.27,97.09,79.29,56.23,52.6,50.58,52.33,62.93,75.05,59.03,91.71,45.15,78.59,66.73,107.18,69.22,89.92,66.73,47.04
29.29,53.99,38.14,55.69,61.9,44.94,38.32,59.28,55.57,45.42,59.65,53.3,52.62,65.06,84.68,93.71,73.54,65.93,60.03,84.88,84.35,72.62,45.2,94.58,67.42
50.06,37.73,60.93,73.06,63.5,48.97,69.17,69.03,39.98,61.19,51.96,68.84,39.24,69.77,86.23,73.87,80.26,30.95,77.98,87.12,42.93,111.64,69.35,73.09,66.18
37.3,56.4,47.22,62.34,30.79,65.82,67.59,33.07,61.73,81.51,68.54,39.83,48.91,118.17,57.75,54.43,59.36,79.73,51.52,60.74,44.87,104.88,118.65,120.79,58.42
58.03,44.84,56.03,40.31,45.48,53.12,44.88,79.04,46.66,33.91,64.06,71.49,95.37,86.86,48.47,74.47,35.13,91.22,92.33,83.45,74.11,85.04,62.16,76.86,94.17
54.85,46.19,56.38,52.66,44.02,38.45,46.66,68.87,68.65,48.0,72.99,55.78,49.93,75.92,64.1,60.73,76.88,60.71,86.81,57.92,42.81,102.44,58.5,59.91,48.63
41.13,58.45,50.3,44.34,56.25,78.99,50.77,51.22,91.04,51.71,44.71,75.21,43.31,48.48,49.73,30.2,65.47,65.43,80.08,50.19,29.96,68.26,76.67,83.24,71.14
45.6,65.62,43.99,49.35,61.01,60.16,26.59,75.32,47.59,54.28,55.72,77.38,68.28,66.44,67.89,82.85,67.59,64.9,84.47,93.29,81.91,78.28,62.93,81.13,101.24
39.88,52.23,45.06,49.04,73.71,37.71,61.54,54.44,63.82,71.1,57.5,35.23,61.18,50.18,84.81,85.71,87.12,71.44,54.46,66.84,77.58,65.67,55.94,99.04,95.46
50.34,55.4,42.46,48.27,48.81,50.26,53.32,51.59,33.55,57.4,68.06,52.69,59.77,77.98,62.06,99.08,81.1,67.27,56.92,80.37,80.24,44.9,62.61,83.86,102.37
61.03,70.72,43.43,38.94,48.78,57.44,70.1,64.65,65.58,66.24,48.71,48.31,86.25,66.39,67.62,73.6,102.54,82.59,83.67,78.22,76.39,97.28,103.79,128.45,61.71
40.65,54.65,52.23,52.47,69.37,78.16,42.17,43.11,46.16,50.61,75.19,33.0,72.06,44.88,63.36,61.52,69.85,91.43,54.03,82.76,69.66,83.17,70.06,71.55,92.65
56.29,80.62,44.77,47.27,58.71,41.59,48.64,72.3,49.94,63.45,79.39,45.48,54.26,65.38,79.05,81.03,54.21,52.53,97.19,38.87,57.43,72.38,44.45,71.81,51.08
45.43,58.22,60.84,18.85,70.85,68.69,36.66,43.22,43.03,71.67,45.67,101.06,56.0,49.56,53.31,81.3,63.51,62.12,62.69,58.29,81.58,71.95,40.5,60.71,68.79
42.67,32.63,70.1,78.64,58.61,74.19,43.44,43.3,69.62,49.02,53.39,71.75,54.71,66.57,26.56,95.49,74.69,85.13,78.79,63.51,102.36,40.37,120.45,75.88,70.91
49.88,60.29,46.33,67.07,40.54,47.83,41.04,45.26,73.61,71.72,52.76,92.68,77.43,49.4,73.24,65.2,85.79,40.99,109.94,53.37,60.72,51.47,68.2,79.08,62.04
40.13,56.19,55.75,49.48,38.34,52.39,70.45,68.63,59.34,60.79,101.8,75.27,57.92,64.47,82.29,63.02,39.86,30.56,55.23,78.58,50.07,79.06,82.34,80.19,66.86
45.19,66.19,58.75,54.23,35.61,42.53,47.57,49.37,46.47,75.68,54.34,50.13,33.41,76.76,72.81,53.12,67.16,72.3,70.34,93.74,47.73,60.89,56.42,75.48,63.9
38.42,59.4,58.43,39.94,63.28,53.36,58.68,39.13,82.05,56.98,87.0,55.89,62.2,63.1,53.8,75.67,96.78,77.43,89.56,96.9,53.23,67.43,79.9,60.58,52.9
71.63,50.48,53.87,74.35,69.86,55.52,51.86,49.52,48.12,65.72,41.37,71.41,37.64,57.35,45.14,38.13,62.56,54.28,87.55,63.22,75.15,69.8,104.38,54.6,94.27
51.37,38.53,61.54,76.77,78.12,64.58,39.86,57.55,27.65,59.39,45.66,69.0,99.04,67.46,73.65,79.97,84.22,57.01,62.61,75.84,27.14,57.67,58.98,65.75,70.89
43.65,49.7,58.55,55.88,65.54,70.17,54.73,41.47,65.65,58.56,50.36,52.76,47.07,75.85,67.48,76.58,76.12,53.56,58.92,78.91,80.0,51.67,82.86,99.11,79.53
53.25,42.64,38.77,66.28,69.54,46.27,65.09,41.88,42.98,63.88,47.89,37.84,60.33,45.18,62.8,76.53,84.68,51.53,64.45,82.43,84.2,38.14,42.78,103.85,78.68
49.82,45.61,63.0,56.1,47.75,30.42,40.7,87.56,73.33,68.05,56.85,114.6,67.26,68.43,96.89,68.49,52.02,81.18,97.23,52.44,34.14,68.92,116.49,72.31,76.23
48.68,58.47,63.2,37.96,40.54,55.72,67.92,45.95,53.47,41.26,50.01,59.74,58.24,86.4,48.43,93.59,52.1,45.57,63.56,106.41,50.93,84.99,78.77,53.29,77.09
57.45,70.37,44.22,49.06,65.63,59.82,45.53,53.48,67.75,81.5,48.3,56.79,58.21,73.75,96.06,81.7,67.38,62.96,70.52,88.53,72.63,37.48,64.12,72.21,68.13
58.95,56.34,53.44,55.58,60.22,59.24,50.48,52.86,79.32,32.11,78.96,63.81,69.96,64.98,65.56,55.07,38.65,50.8,60.68,89.05,68.06,71.49,66.6,120.02,106.91
45.43,38.85,60.86,48.55,56.34,51.75,64.16,52.1,41.47,49.73,79.97,58.12,88.18,74.88,32.88,55.39,62.01,40.35,82.76,94.07,81.65,77.9,62.03,95.98,92.12
44.95,56.89,50.59,51.38,59.84,57.62,48.04,66.7,50.79,58.59,75.71,63.96,75.66,71.69,61.86,50.17,71.68,84.53,72.03,80.68,68.11,51.22,63.13,86.12,75.41
48.11,65.16,65.34,52.9,59.04,75.7,57.51,71.27,57.9,66.19,69.12,82.59,87.4,76.81,81.79,75.92,100.02,58.12,49.43,49.45,96.93,101.86,20.38,95.18,64.94
26.83,45.29,80.18,53.03,71.05,60.96,52.75,53.72,81.29,83.64,62.44,60.01,45.73,29.59,58.61,48.0,74.45,71.58,50.11,67.22,64.42,63.9,70.89,107.89,72.33
35.09,50.53,43.96,54.63,71.19,51.15,58.75,40.69,49.45,32.13,53.3,43.4,68.24,37.59,39.19,85.5,78.57,39.35,30.03,36.98,50.85,69.87,69.99,48.64,84.4
65.35,52.16,37.12,41.27,61.8,49.5,24.86,75.84,50.38,52.38,46.23,59.41,65.56,81.08,62.12,89.81,88.54,53.9,52.79,78.3,49.2,68.61,83.51,65.38,108.75
68.27,43.37,56.49,45.4,65.57,53.79,32.3,56.67,65.93,28.1,66.63,54.57,68.79,38.41,50.0,50.18,49.15,82.37,84.48,66.62,86.08,34.81,61.75,62.37,44.11
48.39,59.13,61.3,38.58,61.43,77.28,65.32,82.22,50.63,60.47,42.81,84.78,85.71,70.83,73.61,62.66,63.95,117.16,94.81,69.19,71.61,93.18,56.42,86.92,89.84
57.05,50.67,50.35,65.73,49.24,53.62,71.0,26.56,61.21,64.08,45.59,80.74,59.36,58.02,78.53,66.3,111.87,30.45,82.37,94.08,83.99,51.93,72.83,77.52,100.35
54.27,56.61,69.71,28.73,64.46,55.74,44.71,60.74,36.5,83.86,78.87,63.72,56.31,47.06,46.52,81.91,65.54,64.18,79.82,60.86,83.57,67.03,38.33,90.64,41.55
83.33,42.24,37.61,67.84,37.57,49.73,53.71,84.86,91.11,61.81,90.46,41.54,71.81,69.94,52.65,94.97,87.65,75.83,66.53,64.96,29.59,84.55,76.08,62.85,70.92
62.76,47.19,60.97,70.64,68.17,70.29,60.98,53.05,39.46,75.66,67.1,42.39,33.66,67.42,78.24,35.66,84.83,56.29,84.11,70.44,47.63,102.68,32.97,104.18,51.05
49.66,59.95,46.03,50.37,40.07,81.48,66.36,54.84,54.33,68.76,78.15,62.24,59.09,99.88,49.97,60.27,39.65,84.14,74.58,33.2,50.08,49.32,97.1,72.47,84.69
40.97,47.9,72.77,22.76,58.57,61.86,29.63,62.14,58.53,53.47,57.19,67.38,60.79,53.38,46.06,61.21,72.74,51.53,104.19,64.68,54.27,62.62,87.71,89.28,66.94
34.13,71.0,75.91,49.66,44.44,57.08,45.04,50.18,86.73,38.87,40.27,56.01,47.81,88.48,44.37,40.79,69.71,70.92,67.08,20.28,62.38,101.03,53.09,100.3,72.07
53.14,47.6,44.18,53.23,61.92,56.48,52.51,53.63,39.79,64.13,70.49,54.32,80.44,69.99,71.16,57.27,73.1,58.08,95.19,58.29,91.48,81.74,87.21,98.53,65.75
43.06,54.47,46.68,41.87,54.58,25.0,66.49,53.27,87.76,37.62,69.82,52.52,45.47,52.76,70.41,73.7,53.05,91.17,86.05,87.1,95.57,86.09,75.4,81.94,91.2
36.07,62.26,62.89,47.82,35.07,65.69,90.73,49.22,69.98,79.43,62.11,61.63,60.76,77.59,53.03,60.98,46.34,55.15,83.34,78.95,65.0,49.93,51.31,92.03,80.15
44.21,36.4,48.55,72.36,60.26,57.74,53.92,75.2,65.05,57.57,57.24,23.88,67.84,73.62,65.09,38.2,58.19,61.31,29.78,58.1,65.85,64.04,29.51,112.32,80.2
39.64,32.63,52.48,61.98,47.78,61.57,38.01,64.46,44.72,77.93,75.91,44.38,85.33,64.61,91.72,117.73,65.19,85.97,87.12,70.82,56.54,68.48,79.8,85.3,78.61
68.71,35.22,53.29,42.91,66.01,46.75,62.43,61.51,67.28,52.8,45.72,51.97,62.83,68.53,47.95,70.79,88.92,48.47,66.51,48.5,72.83,53.98,55.92,57.95,87.88
60.26,65.89,30.92,34.83,55.02,51.0,74.83,69.32,48.51,64.03,49.01,81.32,78.45,53.85,30.84,68.01,100.62,69.31,60.34,69.95,75.15,36.83,96.54,86.83,69.11
50.92,45.93,52.84,50.08,59.94,50.66,58.46,54.3,77.37,63.14,45.37,48.98,74.56,49.96,72.96,46.24,92.84,33.37,40.08,128.61,87.53,61.28,73.3,73.18,113.27
66.54,80.14,45.07,51.44,43.03,69.28,44.76,47.16,44.92,59.32,62.32,64.89,65.04,76.91,63.07,70.69,82.91,47.33,68.89,106.92,87.37,100.44,57.96,22.34,47.22
51.81,45.79,47.33,59.95,47.63,51.08,69.93,49.56,57.36,53.51,44.14,65.62,45.02,60.19,52.57,63.04,48.42,75.26,69.65,71.05,23.81,73.24,111.65,84.16,36.17
41.96,54.03,69.6,47.58,49.27,83.07,65.96,58.02,50.95,65.89,50.39,82.77,39.33,62.64,76.41,32.01,59.44,49.18,43.59,73.2,67.87,100.86,85.39,76.57,34.3
66.99,68.96,38.55,60.14,65.71,61.6,43.15,43.17,44.68,46.11,50.06,82.2,64.76,68.76,79.69,46.74,70.88,57.65,40.27,50.41,99.37,75.76,-5.58,99.44,28.21
56.66,74.07,62.35,77.22,75.97,39.42,62.15,51.0,69.75,41.86,56.96,61.08,54.05,68.51,26.36,80.31,55.3,77.37,78.49,53.96,62.02,55.94,62.54,57.5,90.15
40.11,74.68,49.79,63.79,44.94,54.33,70.46,50.77,66.76,78.64,37.95,54.39,78.17,39.7,53.58,100.99,77.68,57.0,86.0,77.24,94.35,98.83,43.24,40.87,87.41
49.0,65.29,49.78,53.42,68.46,47.53,72.96,87.74,76.53,70.91,62.35,51.38,75.31,85.87,105.56,72.61,80.33,83.63,72.71,59.5,64.72,76.46,55.8,77.71,102.17
41.81,63.26,62.09,51.8,27.88,27.47,56.1,19.17,33.19,60.99,80.33,58.14,59.95,66.06,75.21,85.86,76.92,72.1,91.44,88.08,74.59,92.2,69.89,82.36,51.23
36.48,58.52,56.91,49.72,40.07,76.79,52.17,55.49,74.43,84.98,63.1,55.06,43.9,60.55,76.83,63.2,85.96,76.28,67.32,101.39,47.69,49.57,80.61,76.06,91.77
60.72,60.56,59.56,68.17,43.02,65.14,73.57,82.16,95.33,55.98,84.89,70.86,71.43,71.32,85.53,64.44,50.27,91.58,67.94,76.65,48.47,93.81,78.62,74.46,76.28
71.05,45.94,64.13,46.47,38.09,62.93,40.66,59.71,52.45,79.84,81.68,68.72,46.2,68.02,65.3,85.64,84.26,74.08,51.12,72.03,85.87,94.45,96.17,50.49,78.75
36.32,43.0,49.19,54.54,35.21,58.15,62.92,68.55,86.48,62.63,73.05,71.47,50.49,77.04,78.94,95.93,54.13,97.24,38.58,36.38,89.08,78.09,86.69,70.94,89.08
56.91,51.96,45.96,54.61,60.16,38.03,38.5,59.4,55.18,44.63,62.16,82.15,46.84,73.15,77.57,89.42,49.59,85.31,105.17,84.95,71.54,55.05,85.36,66.34,57.98
44.17,50.13,40.52,47.98,52.32,49.71,71.38,48.66,39.1,87.72,61.35,91.81,60.71,76.2,74.43,46.81,76.84,58.05,91.06,47.13,45.84,71.03,77.33,97.6,133.21
45.89,47.01,43.51,37.53,59.74,66.94,53.52,26.61,54.57,74.86,72.84,63.99,82.31,86.97,59.36,64.79,89.49,92.57,41.85,61.64,71.9,84.84,100.67,82.35,104.97
44.78,59.66,86.91,57.88,63.63,42.33,74.13,60.88,74.2,58.18,54.93,79.59,62.92,79.02,68.01,71.0,76.03,73.01,72.04,89.19,96.77,76.93,66.2,67.88,63.04
41.93,62.51,67.31,53.27,58.32,23.09,63.63,47.14,46.85,70.91,31.82,56.37,55.69,61.27,54.7,61.33,67.38,60.5,67.05,90.6,106.73,84.62,66.76,111.93,50.46
51.51,52.97,37.46,60.0,63.22,53.05,40.49,46.8,50.3,53.94,68.63,80.96,37.83,44.91,65.22,72.98,72.74,73.29,63.66,60.67,64.51,93.26,32.03,68.08,73.02
42.28,68.25,37.79,47.6,54.13,54.16,76.23,51.01,67.61,72.44,43.47,78.98,72.11,92.35,44.55,80.77,69.52,89.13,61.02,61.82,36.97,58.38,95.71,86.27,79.1
53.84,39.44,58.54,68.65,40.16,57.76,77.94,82.43,59.04,24.13,46.09,78.13,50.12,59.96,51.16,84.05,46.17,76.65,76.43,56.01,88.23,47.74,71.35,70.33,98.98
50.47,49.87,59.29,43.48,68.22,65.47,68.91,91.67,67.48,44.7,61.0,63.51,64.94,55.96,60.06,96.35,44.01,102.63,84.95,46.04,65.34,71.21,136.07,109.89,48.7
48.49,44.11,59.31,74.54,47.64,64.29,46.72,61.04,62.45,74.69,59.53,51.31,57.16,34.48,48.49,60.07,65.54,88.64,76.85,57.3,90.33,65.08,64.28,75.91,81.42
41.47,31.47,50.07,33.03,43.31,59.36,52.87,51.49,65.95,56.26,39.11,39.69,76.83,69.75,56.16,41.45,68.48,77.94,66.65,37.74,76.76,88.5,74.9,76.56,40.6
44.94,51.09,51.56,59.22,52.78,71.54,58.96,41.52,52.73,63.11,63.57,61.36,60.41,66.53,62.13,72.45,67.21,48.5,65.93,83.66,52.89,49.44,84.75,70.92,84.82
58.93,50.66,56.77,59.71,43.59,36.25,47.5,64.56,62.36,39.8,75.98,86.53,62.03,38.24,72.04,99.91,79.51,64.59,87.27,77.89,72.19,93.43,49.31,78.32,72.58
56.26,68.65,53.99,44.45,49.78,62.56,79.85,82.96,45.55,87.72,43.51,57.04,71.01,71.71,81.61,57.41,63.01,69.36,78.04,81.21,97.82,100.43,80.71,100.39,118.58
40.74,58.94,27.48,59.09,59.3,64.14,58.95,54.54,77.68,77.86,80.72,74.56,97.76,55.53,56.88,78.36,77.42,81.24,70.42,50.91,67.94,72.01,73.75,92.61,40.21
52.04,40.73,50.36,69.35,59.35,39.89,20.5,24.69,49.8,56.99,36.82,75.5,77.66,109.74,88.36,78.52,64.33,80.11,68.3,46.1,49.79,73.28,66.47,74.62,105.84
58.89,72.4,43.21,27.4,43.78,36.46,61.58,67.38,75.37,53.93,93.82,57.46,61.54,54.32,81.43,69.45,100.73,71.22,75.73,71.07,38.43,55.88,98.21,111.43,36.66
33.47,65.43,55.01,60.03,48.9,46.3,52.3,71.8,55.61,75.44,54.63,83.06,63.05,56.6,73.82,66.12,68.49,70.29,59.87,71.28,55.17,60.6,53.57,93.21,45.14
56.71,58.4,87.33,24.08,68.43,47.4,55.99,35.8,61.93,89.74,63.26,15.46,54.34,49.13,67.69,49.38,110.3,81.69,85.02,67.05,62.59,63.42,78.91,64.36,37.27
44.04,49.51,57.23,42.41,61.21,65.79,52.02,60.47,51.82,74.31,31.67,42.44,47.33,85.72,70.58,24.93,73.51,51.69,48.02,64.21,87.81,102.3,104.28,43.63,80.63
56.99,41.45,49.39,73.55,80.94,48.01,67.9,64.32,44.27,92.58,60.04,47.35,53.88,57.66,85.77,45.99,63.05,100.21,60.98,104.22,48.02,70.49,57.81,64.87,48.59
42.99,47.91,63.6,47.02,69.75,44.87,72.12,56.98,33.7,46.16,64.54,48.88,50.26,51.68,86.41,58.97,50.36,29.1,80.92,78.52,102.85,44.23,66.62,83.09,44.66
32.05,63.98,58.55,39.91,69.3,48.05,60.82,46.93,43.7,47.71,59.66,67.38,73.78,76.02,88.36,85.75,40.31,95.65,46.91,109.41,43.59,77.36,123.42,87.14,79.56
33.91,72.73,57.83,51.62,37.65,70.54,52.42,72.22,54.3,42.17,52.27,66.64,45.33,40.53,65.72,64.14,48.66,67.14,38.33,95.38,118.8,89.35,83.2,103.9,85.16
51.5,68.98,59.98,78.81,64.55,56.17,56.44,52.35,62.07,66.63,46.33,68.3,85.0,74.63,74.71,56.66,50.73,87.05,70.23,104.07,106.37,71.47,62.12,49.92,75.9
53.73,46.62,76.65,32.02,54.34,53.67,57.26,37.21,73.65,62.63,78.52,71.54,75.41,94.28,88.51,49.96,74.3,74.91,35.92,48.51,73.89,102.85,90.26,64.34,71.35
41.5,39.68,39.99,41.38,48.11,54.57,46.17,29.31,52.54,57.72,61.48,46.8,63.34,73.63,54.08,77.82,57.27,74.57,43.67,81.86,37.22,88.33,60.79,48.09,116.15
57.71,53.55,58.45,71.97,57.1,72.8,64.82,75.65,46.21,72.14,84.88,42.51,63.01,74.84,59.43,90.45,70.46,78.53,83.75,61.36,69.86,49.97,39.35,44.55,78.28
33.55,32.55,42.35,76.29,66.82,46.26,63.21,66.63,38.08,78.48,52.84,68.34,53.8,78.79,65.28,85.14,90.72,83.37,65.01,36.73,63.07,60.42,102.51,60.19,93.13
50.31,55.55,59.39,52.76,61.26,73.1,77.8,59.23,65.96,37.12,54.26,51.92,67.46,93.07,80.74,76.91,65.38,61.75,94.07,99.92,44.88,76.75,49.28,82.07,78.22
38.28,50.38,42.44,39.13,44.02,58.74,73.95,51.84,79.06,51.05,73.64,36.87,80.95,84.57,81.02,39.44,105.46,87.66,45.51,64.13,76.97,37.01,125.71,90.97,50.3
44.16,46.87,48.2,79.15,64.28,53.91,47.74,50.59,77.36,72.3,35.84,77.54,51.4,71.47,60.96,59.67,45.25,47.4,67.17,48.9,54.12,79.06,62.48,53.14,87.37
51.5,34.46,49.61,73.13,47.03,88.51,68.07,42.94,69.29,52.98,42.19,84.32,37.7,79.37,38.6,101.05,64.21,67.9,76.79,61.71,56.34,35.01,118.87,56.2,60.24
41.97,57.65,64.22,62.15,57.71,42.28,44.16,51.96,68.26,48.03,78.01,86.91,74.6,48.94,69.31,86.2,57.02,83.88,46.17,54.08,66.82,93.49,43.57,34.84,72.95
46.96,46.14,63.56,44.25,51.21,51.4,66.4,28.32,83.62,75.28,42.84,64.99,68.35,77.2,48.93,38.32,84.33,86.91,89.12,56.13,59.21,91.05,95.05,78.72,81.87
61.57,39.13,38.67,53.41,52.26,39.98,50.03,47.7,63.82,40.66,32.8,72.01,44.52,46.91,38.93,65.0,25.56,76.75,78.96,65.57,113.6,82.6,83.74,57.89,31.32
44.94,20.41,53.63,52.08,64.58,68.38,43.19,53.65,68.37,55.48,89.96,83.92,50.9,57.76,42.88,72.54,40.3,60.53,37.62,104.62,60.02,57.81,91.01,110.59,38.79
59.77,51.7,44.84,57.97,42.0,77.96,60.78,66.54,54.35,64.93,39.4,51.74,48.82,11.6,70.71,52.28,65.01,85.04,68.26,56.67,80.04,75.57,93.81,83.02,95.46
39.14,71.49,38.53,71.41,79.31,77.71,20.89,57.44,39.25,51.39,63.85,79.77,51.05,70.82,88.82,24.43,95.7,55.28,76.53,103.19,73.98,61.22,62.3,70.23,60.07
56.56,70.27,50.5,64.55,32.24,71.91,33.36,69.13,49.08,71.75,62.07,66.41,57.66,53.05,65.68,67.78,71.18,101.28,57.49,86.98,78.23,50.35,44.86,59.9,61.13
66.14,46.97,49.45,41.07,47.53,53.43,54.6,76.89,58.87,51.47,17.44,76.62,58.6,82.89,68.7,51.82,42.0,66.39,40.14,77.93,79.8,64.89,71.91,41.12,78.74
25.05,45.38,80.91,70.52,59.63,51.25,58.11,72.81,59.88,81.13,56.86,64.98,52.26,70.63,85.7,51.89,44.85,38.75,74.43,84.96,89.07,86.66,77.8,43.91,66.32
42.63,57.16,57.98,57.76,62.3,34.27,52.01,64.59,86.93,58.11,67.95,82.74,50.49,83.11,37.97,59.62,97.95,45.3,112.12,70.27,76.46,72.92,62.86,60.31,84.4
57.06,41.02,37.16,62.24,53.74,82.47,35.68,58.17,60.18,70.07,66.49,65.58,59.23,45.58,74.1,63.59,55.51,68.83,61.45,95.72,75.61,102.46,78.97,58.62,73.85
48.87,55.32,46.51,71.6,54.28,62.1,45.96,44.27,76.09,71.19,75.0,38.26,65.77,81.65,64.8,65.84,49.56,70.66,99.6,81.34,72.2,88.08,80.09,52.02,79.47
54.9,60.43,64.75,40.66,60.13,49.6,62.28,68.36,52.69,50.59,54.99,85.23,57.78,99.8,74.91,50.09,94.33,105.42,54.33,36.71,68.16,85.83,53.43,82.3,59.21
44.66,65.5,77.02,53.57,52.11,73.26,64.85,81.52,54.48,29.2,72.04,46.84,82.12,76.99,56.54,62.04,85.71,48.27,73.2,75.93,52.31,38.21,81.49,85.31,79.36
51.91,50.9,34.76,47.62,72.41,43.35,56.78,62.79,39.73,65.41,50.32,82.05,71.38,77.44,50.69,34.37,90.57,68.75,84.04,85.68,69.75,66.01,67.25,63.91,99.86
